Date,Bar Name,Brand Name,Actual Demand (ml),Forecast (ml),Par Level (ml),Chosen Model
2023-12-07,Brown's Bar,Miller,0.0,15.3275,390,day-of-week seasonal mean
2023-12-08,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-09,Brown's Bar,Miller,0.0,92.7475,540,day-of-week seasonal mean
2023-12-10,Brown's Bar,Miller,0.0,108.545,570,day-of-week seasonal mean
2023-12-11,Brown's Bar,Miller,136.03,64.81625,480,day-of-week seasonal mean
2023-12-12,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-13,Brown's Bar,Miller,0.0,52.7475,480,day-of-week seasonal mean
2023-12-14,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-15,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-16,Brown's Bar,Miller,0.0,18.36,390,day-of-week seasonal mean
2023-12-17,Brown's Bar,Miller,0.0,108.545,570,day-of-week seasonal mean
2023-12-18,Brown's Bar,Miller,0.0,17.00375,390,day-of-week seasonal mean
2023-12-19,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-20,Brown's Bar,Miller,0.0,52.7475,480,day-of-week seasonal mean
2023-12-21,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-22,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-23,Brown's Bar,Miller,0.0,18.36,390,day-of-week seasonal mean
2023-12-24,Brown's Bar,Miller,0.0,41.015,450,day-of-week seasonal mean
2023-12-25,Brown's Bar,Miller,0.0,17.00375,390,day-of-week seasonal mean
2023-12-26,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-27,Brown's Bar,Miller,0.0,29.04125,420,day-of-week seasonal mean
2023-12-28,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-29,Brown's Bar,Miller,0.0,0.0,360,day-of-week seasonal mean
2023-12-30,Brown's Bar,Miller,0.0,18.36,390,day-of-week seasonal mean
2023-12-31,Brown's Bar,Miller,0.0,41.015,450,day-of-week seasonal mean
2024-01-01,Brown's Bar,Miller,0.0,17.00375,390,day-of-week seasonal mean
2023-10-21,Brown's Bar,Smirnoff,0.0,108.32142857142857,540,7-day moving average
2023-10-22,Brown's Bar,Smirnoff,518.12,108.32142857142857,540,7-day moving average
2023-10-23,Brown's Bar,Smirnoff,0.0,116.75285714285714,540,7-day moving average
2023-10-24,Brown's Bar,Smirnoff,0.0,116.75285714285714,540,7-day moving average
2023-10-25,Brown's Bar,Smirnoff,0.0,116.75285714285714,540,7-day moving average
2023-10-26,Brown's Bar,Smirnoff,0.0,74.01714285714286,450,7-day moving average
2023-10-27,Brown's Bar,Smirnoff,0.0,74.01714285714286,450,7-day moving average
2023-10-28,Brown's Bar,Smirnoff,0.0,74.01714285714286,450,7-day moving average
2023-10-29,Brown's Bar,Smirnoff,390.95,74.01714285714286,450,7-day moving average
2023-10-30,Brown's Bar,Smirnoff,315.64,55.85,420,7-day moving average
2023-10-31,Brown's Bar,Smirnoff,0.0,100.94142857142856,510,7-day moving average
2023-11-01,Brown's Bar,Smirnoff,0.0,100.94142857142856,510,7-day moving average
2023-11-02,Brown's Bar,Smirnoff,0.0,100.94142857142856,510,7-day moving average
2023-11-03,Brown's Bar,Smirnoff,0.0,100.94142857142856,510,7-day moving average
2023-11-04,Brown's Bar,Smirnoff,0.0,100.94142857142856,510,7-day moving average
2023-11-05,Brown's Bar,Smirnoff,0.0,100.94142857142856,510,7-day moving average
2023-11-06,Brown's Bar,Smirnoff,257.14,45.09142857142857,390,7-day moving average
2023-11-07,Brown's Bar,Smirnoff,547.64,36.73428571428571,390,7-day moving average
2023-11-08,Brown's Bar,Smirnoff,462.7,114.96857142857142,540,7-day moving average
2023-11-09,Brown's Bar,Smirnoff,0.0,181.06857142857143,660,7-day moving average
2023-11-10,Brown's Bar,Smirnoff,0.0,181.06857142857143,660,7-day moving average
2023-11-11,Brown's Bar,Smirnoff,0.0,181.06857142857143,660,7-day moving average
2023-11-12,Brown's Bar,Smirnoff,0.0,181.06857142857143,660,7-day moving average
2023-11-13,Brown's Bar,Smirnoff,102.15,181.06857142857143,660,7-day moving average
2023-11-14,Brown's Bar,Smirnoff,0.0,158.92714285714285,630,7-day moving average
2023-11-15,Brown's Bar,Smirnoff,0.0,80.69285714285715,480,7-day moving average
2023-11-16,Brown's Bar,Smirnoff,0.0,14.592857142857143,330,7-day moving average
2023-11-17,Brown's Bar,Smirnoff,0.0,14.592857142857143,330,7-day moving average
2023-11-18,Brown's Bar,Smirnoff,0.0,14.592857142857143,330,7-day moving average
2023-11-19,Brown's Bar,Smirnoff,0.0,14.592857142857143,330,7-day moving average
2023-11-20,Brown's Bar,Smirnoff,0.0,14.592857142857143,330,7-day moving average
2023-11-21,Brown's Bar,Smirnoff,0.0,0.0,300,7-day moving average
2023-11-22,Brown's Bar,Smirnoff,0.0,0.0,300,7-day moving average
2023-11-23,Brown's Bar,Smirnoff,0.0,0.0,300,7-day moving average
2023-11-24,Brown's Bar,Smirnoff,352.84,0.0,300,7-day moving average
2023-11-25,Brown's Bar,Smirnoff,0.0,50.40571428571428,420,7-day moving average
2023-11-26,Brown's Bar,Smirnoff,0.0,50.40571428571428,420,7-day moving average
2023-11-27,Brown's Bar,Smirnoff,0.0,50.40571428571428,420,7-day moving average
2023-11-28,Brown's Bar,Smirnoff,0.0,50.40571428571428,420,7-day moving average
2023-11-29,Brown's Bar,Smirnoff,0.0,50.40571428571428,420,7-day moving average
2023-11-30,Brown's Bar,Smirnoff,114.57,50.40571428571428,420,7-day moving average
2023-12-01,Brown's Bar,Smirnoff,0.0,66.77285714285713,450,7-day moving average
2023-12-02,Brown's Bar,Smirnoff,422.25,16.367142857142856,330,7-day moving average
2023-12-03,Brown's Bar,Smirnoff,130.34,76.68857142857142,450,7-day moving average
2023-12-04,Brown's Bar,Smirnoff,0.0,95.30857142857143,510,7-day moving average
2023-12-05,Brown's Bar,Smirnoff,0.0,95.30857142857143,510,7-day moving average
2023-12-06,Brown's Bar,Smirnoff,0.0,95.30857142857143,510,7-day moving average
2023-12-07,Brown's Bar,Smirnoff,0.0,95.30857142857143,510,7-day moving average
2023-12-08,Brown's Bar,Smirnoff,0.0,78.94142857142857,480,7-day moving average
2023-12-09,Brown's Bar,Smirnoff,0.0,78.94142857142857,480,7-day moving average
2023-12-10,Brown's Bar,Smirnoff,0.0,18.62,360,7-day moving average
2023-12-11,Brown's Bar,Smirnoff,331.4,0.0,300,7-day moving average
2023-12-12,Brown's Bar,Smirnoff,0.0,47.34285714285714,420,7-day moving average
2023-12-13,Brown's Bar,Smirnoff,0.0,47.34285714285714,420,7-day moving average
2023-12-14,Brown's Bar,Smirnoff,167.81,47.34285714285714,420,7-day moving average
2023-12-15,Brown's Bar,Smirnoff,0.0,71.31571428571428,450,7-day moving average
2023-12-16,Brown's Bar,Smirnoff,0.0,71.31571428571428,450,7-day moving average
2023-12-17,Brown's Bar,Smirnoff,0.0,71.31571428571428,450,7-day moving average
2023-12-18,Brown's Bar,Smirnoff,0.0,71.31571428571428,450,7-day moving average
2023-12-19,Brown's Bar,Smirnoff,0.0,23.972857142857144,360,7-day moving average
2023-12-20,Brown's Bar,Smirnoff,0.0,23.972857142857144,360,7-day moving average
2023-12-21,Brown's Bar,Smirnoff,0.0,23.972857142857144,360,7-day moving average
2023-12-22,Brown's Bar,Smirnoff,0.0,0.0,300,7-day moving average
2023-12-23,Brown's Bar,Smirnoff,0.0,0.0,300,7-day moving average
2023-12-24,Brown's Bar,Smirnoff,0.0,0.0,300,7-day moving average
2023-12-25,Brown's Bar,Smirnoff,0.0,0.0,300,7-day moving average
2023-12-26,Brown's Bar,Smirnoff,550.74,0.0,300,7-day moving average
2023-12-27,Brown's Bar,Smirnoff,0.0,78.67714285714285,480,7-day moving average
2023-12-28,Brown's Bar,Smirnoff,0.0,78.67714285714285,480,7-day moving average
2023-12-29,Brown's Bar,Smirnoff,0.0,78.67714285714285,480,7-day moving average
2023-12-30,Brown's Bar,Smirnoff,0.0,78.67714285714285,480,7-day moving average
2023-12-31,Brown's Bar,Smirnoff,0.0,78.67714285714285,480,7-day moving average
2024-01-01,Brown's Bar,Smirnoff,252.39,78.67714285714285,480,7-day moving average
2023-10-21,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-10-22,Brown's Bar,Sutter Home,258.86,0.0,360,7-day moving average
2023-10-23,Brown's Bar,Sutter Home,408.67,36.980000000000004,450,7-day moving average
2023-10-24,Brown's Bar,Sutter Home,0.0,95.36142857142856,540,7-day moving average
2023-10-25,Brown's Bar,Sutter Home,437.81,95.36142857142856,540,7-day moving average
2023-10-26,Brown's Bar,Sutter Home,137.49,157.90571428571428,690,7-day moving average
2023-10-27,Brown's Bar,Sutter Home,0.0,177.54714285714286,720,7-day moving average
2023-10-28,Brown's Bar,Sutter Home,0.0,177.54714285714286,720,7-day moving average
2023-10-29,Brown's Bar,Sutter Home,0.0,177.54714285714286,720,7-day moving average
2023-10-30,Brown's Bar,Sutter Home,0.0,140.56714285714287,660,7-day moving average
2023-10-31,Brown's Bar,Sutter Home,421.53,82.18571428571428,540,7-day moving average
2023-11-01,Brown's Bar,Sutter Home,0.0,142.4042857142857,660,7-day moving average
2023-11-02,Brown's Bar,Sutter Home,117.54,79.86,510,7-day moving average
2023-11-03,Brown's Bar,Sutter Home,0.0,77.00999999999999,510,7-day moving average
2023-11-04,Brown's Bar,Sutter Home,0.0,77.00999999999999,510,7-day moving average
2023-11-05,Brown's Bar,Sutter Home,0.0,77.00999999999999,510,7-day moving average
2023-11-06,Brown's Bar,Sutter Home,0.0,77.00999999999999,510,7-day moving average
2023-11-07,Brown's Bar,Sutter Home,0.0,77.00999999999999,510,7-day moving average
2023-11-08,Brown's Bar,Sutter Home,0.0,16.791428571428572,390,7-day moving average
2023-11-09,Brown's Bar,Sutter Home,311.54,16.791428571428572,390,7-day moving average
2023-11-10,Brown's Bar,Sutter Home,0.0,44.50571428571429,450,7-day moving average
2023-11-11,Brown's Bar,Sutter Home,0.0,44.50571428571429,450,7-day moving average
2023-11-12,Brown's Bar,Sutter Home,321.54,44.50571428571429,450,7-day moving average
2023-11-13,Brown's Bar,Sutter Home,0.0,90.44000000000001,540,7-day moving average
2023-11-14,Brown's Bar,Sutter Home,0.0,90.44000000000001,540,7-day moving average
2023-11-15,Brown's Bar,Sutter Home,160.28,90.44000000000001,540,7-day moving average
2023-11-16,Brown's Bar,Sutter Home,0.0,113.33714285714287,600,7-day moving average
2023-11-17,Brown's Bar,Sutter Home,0.0,68.83142857142857,510,7-day moving average
2023-11-18,Brown's Bar,Sutter Home,0.0,68.83142857142857,510,7-day moving average
2023-11-19,Brown's Bar,Sutter Home,0.0,68.83142857142857,510,7-day moving average
2023-11-20,Brown's Bar,Sutter Home,0.0,22.897142857142857,420,7-day moving average
2023-11-21,Brown's Bar,Sutter Home,0.0,22.897142857142857,420,7-day moving average
2023-11-22,Brown's Bar,Sutter Home,0.0,22.897142857142857,420,7-day moving average
2023-11-23,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-11-24,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-11-25,Brown's Bar,Sutter Home,329.76,0.0,360,7-day moving average
2023-11-26,Brown's Bar,Sutter Home,373.49,47.10857142857143,450,7-day moving average
2023-11-27,Brown's Bar,Sutter Home,0.0,100.46428571428571,570,7-day moving average
2023-11-28,Brown's Bar,Sutter Home,0.0,100.46428571428571,570,7-day moving average
2023-11-29,Brown's Bar,Sutter Home,0.0,100.46428571428571,570,7-day moving average
2023-11-30,Brown's Bar,Sutter Home,0.0,100.46428571428571,570,7-day moving average
2023-12-01,Brown's Bar,Sutter Home,179.96,100.46428571428571,570,7-day moving average
2023-12-02,Brown's Bar,Sutter Home,0.0,126.17285714285715,630,7-day moving average
2023-12-03,Brown's Bar,Sutter Home,0.0,79.06428571428572,510,7-day moving average
2023-12-04,Brown's Bar,Sutter Home,0.0,25.708571428571428,420,7-day moving average
2023-12-05,Brown's Bar,Sutter Home,0.0,25.708571428571428,420,7-day moving average
2023-12-06,Brown's Bar,Sutter Home,0.0,25.708571428571428,420,7-day moving average
2023-12-07,Brown's Bar,Sutter Home,0.0,25.708571428571428,420,7-day moving average
2023-12-08,Brown's Bar,Sutter Home,0.0,25.708571428571428,420,7-day moving average
2023-12-09,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-10,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-11,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-12,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-13,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-14,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-15,Brown's Bar,Sutter Home,128.53,0.0,360,7-day moving average
2023-12-16,Brown's Bar,Sutter Home,0.0,18.361428571428572,390,7-day moving average
2023-12-17,Brown's Bar,Sutter Home,0.0,18.361428571428572,390,7-day moving average
2023-12-18,Brown's Bar,Sutter Home,0.0,18.361428571428572,390,7-day moving average
2023-12-19,Brown's Bar,Sutter Home,0.0,18.361428571428572,390,7-day moving average
2023-12-20,Brown's Bar,Sutter Home,0.0,18.361428571428572,390,7-day moving average
2023-12-21,Brown's Bar,Sutter Home,0.0,18.361428571428572,390,7-day moving average
2023-12-22,Brown's Bar,Sutter Home,0.0,18.361428571428572,390,7-day moving average
2023-12-23,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-24,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-25,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-26,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-27,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-28,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-29,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-30,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-12-31,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2024-01-01,Brown's Bar,Sutter Home,0.0,0.0,360,7-day moving average
2023-10-21,Brown's Bar,Yellow Tail,0.0,85.31875000000001,600,day-of-week seasonal mean
2023-10-22,Brown's Bar,Yellow Tail,0.0,25.145,480,day-of-week seasonal mean
2023-10-23,Brown's Bar,Yellow Tail,0.0,153.5675,720,day-of-week seasonal mean
2023-10-24,Brown's Bar,Yellow Tail,0.0,79.92875000000001,570,day-of-week seasonal mean
2023-10-25,Brown's Bar,Yellow Tail,0.0,106.38,630,day-of-week seasonal mean
2023-10-26,Brown's Bar,Yellow Tail,0.0,171.86124999999998,750,day-of-week seasonal mean
2023-10-27,Brown's Bar,Yellow Tail,0.0,97.69500000000001,600,day-of-week seasonal mean
2023-10-28,Brown's Bar,Yellow Tail,0.0,85.31875000000001,600,day-of-week seasonal mean
2023-10-29,Brown's Bar,Yellow Tail,271.7,25.145,480,day-of-week seasonal mean
2023-10-30,Brown's Bar,Yellow Tail,0.0,153.5675,720,day-of-week seasonal mean
2023-10-31,Brown's Bar,Yellow Tail,0.0,79.92875000000001,570,day-of-week seasonal mean
2023-11-01,Brown's Bar,Yellow Tail,620.5,106.38,630,day-of-week seasonal mean
2023-11-02,Brown's Bar,Yellow Tail,0.0,119.04624999999999,660,day-of-week seasonal mean
2023-11-03,Brown's Bar,Yellow Tail,207.92,56.48375,540,day-of-week seasonal mean
2023-11-04,Brown's Bar,Yellow Tail,0.0,16.8725,450,day-of-week seasonal mean
2023-11-05,Brown's Bar,Yellow Tail,0.0,59.1075,540,day-of-week seasonal mean
2023-11-06,Brown's Bar,Yellow Tail,0.0,153.5675,720,day-of-week seasonal mean
2023-11-07,Brown's Bar,Yellow Tail,0.0,79.92875000000001,570,day-of-week seasonal mean
2023-11-08,Brown's Bar,Yellow Tail,0.0,183.9425,780,day-of-week seasonal mean
2023-11-09,Brown's Bar,Yellow Tail,0.0,119.04624999999999,660,day-of-week seasonal mean
2023-11-10,Brown's Bar,Yellow Tail,217.05,43.03375,510,day-of-week seasonal mean
2023-11-11,Brown's Bar,Yellow Tail,0.0,16.8725,450,day-of-week seasonal mean
2023-11-12,Brown's Bar,Yellow Tail,0.0,59.1075,540,day-of-week seasonal mean
2023-11-13,Brown's Bar,Yellow Tail,0.0,153.5675,720,day-of-week seasonal mean
2023-11-14,Brown's Bar,Yellow Tail,0.0,79.92875000000001,570,day-of-week seasonal mean
2023-11-15,Brown's Bar,Yellow Tail,0.0,183.9425,780,day-of-week seasonal mean
2023-11-16,Brown's Bar,Yellow Tail,0.0,56.37875,540,day-of-week seasonal mean
2023-11-17,Brown's Bar,Yellow Tail,0.0,70.165,570,day-of-week seasonal mean
2023-11-18,Brown's Bar,Yellow Tail,0.0,16.8725,450,day-of-week seasonal mean
2023-11-19,Brown's Bar,Yellow Tail,314.57,59.1075,540,day-of-week seasonal mean
2023-11-20,Brown's Bar,Yellow Tail,465.81,153.5675,720,day-of-week seasonal mean
2023-11-21,Brown's Bar,Yellow Tail,0.0,46.365,510,day-of-week seasonal mean
2023-11-22,Brown's Bar,Yellow Tail,0.0,183.9425,780,day-of-week seasonal mean
2023-11-23,Brown's Bar,Yellow Tail,0.0,56.37875,540,day-of-week seasonal mean
2023-11-24,Brown's Bar,Yellow Tail,0.0,70.165,570,day-of-week seasonal mean
2023-11-25,Brown's Bar,Yellow Tail,0.0,0.0,420,day-of-week seasonal mean
2023-11-26,Brown's Bar,Yellow Tail,0.0,73.28375,570,day-of-week seasonal mean
2023-11-27,Brown's Bar,Yellow Tail,0.0,88.73,600,day-of-week seasonal mean
2023-11-28,Brown's Bar,Yellow Tail,190.48,46.365,510,day-of-week seasonal mean
2023-11-29,Brown's Bar,Yellow Tail,434.71,183.9425,780,day-of-week seasonal mean
2023-11-30,Brown's Bar,Yellow Tail,0.0,56.37875,540,day-of-week seasonal mean
2023-12-01,Brown's Bar,Yellow Tail,0.0,70.165,570,day-of-week seasonal mean
2023-12-02,Brown's Bar,Yellow Tail,280.2,0.0,420,day-of-week seasonal mean
2023-12-03,Brown's Bar,Yellow Tail,0.0,73.28375,570,day-of-week seasonal mean
2023-12-04,Brown's Bar,Yellow Tail,0.0,88.73,600,day-of-week seasonal mean
2023-12-05,Brown's Bar,Yellow Tail,312.9,70.175,570,day-of-week seasonal mean
2023-12-06,Brown's Bar,Yellow Tail,0.0,238.28125,900,day-of-week seasonal mean
2023-12-07,Brown's Bar,Yellow Tail,0.0,0.0,420,day-of-week seasonal mean
2023-12-08,Brown's Bar,Yellow Tail,0.0,53.12125,510,day-of-week seasonal mean
2023-12-09,Brown's Bar,Yellow Tail,0.0,35.025,480,day-of-week seasonal mean
2023-12-10,Brown's Bar,Yellow Tail,0.0,73.28375,570,day-of-week seasonal mean
2023-12-11,Brown's Bar,Yellow Tail,0.0,58.22625,540,day-of-week seasonal mean
2023-12-12,Brown's Bar,Yellow Tail,422.21,109.2875,630,day-of-week seasonal mean
2023-12-13,Brown's Bar,Yellow Tail,1118.28,170.28125,750,day-of-week seasonal mean
2023-12-14,Brown's Bar,Yellow Tail,269.05,0.0,420,day-of-week seasonal mean
2023-12-15,Brown's Bar,Yellow Tail,0.0,53.12125,510,day-of-week seasonal mean
2023-12-16,Brown's Bar,Yellow Tail,0.0,35.025,480,day-of-week seasonal mean
2023-12-17,Brown's Bar,Yellow Tail,0.0,73.28375,570,day-of-week seasonal mean
2023-12-18,Brown's Bar,Yellow Tail,0.0,58.22625,540,day-of-week seasonal mean
2023-12-19,Brown's Bar,Yellow Tail,0.0,115.69874999999999,660,day-of-week seasonal mean
2023-12-20,Brown's Bar,Yellow Tail,0.0,271.68625,960,day-of-week seasonal mean
2023-12-21,Brown's Bar,Yellow Tail,0.0,33.63125,480,day-of-week seasonal mean
2023-12-22,Brown's Bar,Yellow Tail,0.0,53.12125,510,day-of-week seasonal mean
2023-12-23,Brown's Bar,Yellow Tail,0.0,35.025,480,day-of-week seasonal mean
2023-12-24,Brown's Bar,Yellow Tail,0.0,73.28375,570,day-of-week seasonal mean
2023-12-25,Brown's Bar,Yellow Tail,0.0,58.22625,540,day-of-week seasonal mean
2023-12-26,Brown's Bar,Yellow Tail,0.0,115.69874999999999,660,day-of-week seasonal mean
2023-12-27,Brown's Bar,Yellow Tail,0.0,271.68625,960,day-of-week seasonal mean
2023-12-28,Brown's Bar,Yellow Tail,0.0,33.63125,480,day-of-week seasonal mean
2023-12-29,Brown's Bar,Yellow Tail,441.83,53.12125,510,day-of-week seasonal mean
2023-12-30,Brown's Bar,Yellow Tail,0.0,35.025,480,day-of-week seasonal mean
2023-12-31,Brown's Bar,Yellow Tail,0.0,39.32125,510,day-of-week seasonal mean
2024-01-01,Brown's Bar,Yellow Tail,0.0,58.22625,540,day-of-week seasonal mean
2023-10-21,Johnson's Bar,Absolut,0.0,130.1,660,7-day moving average
2023-10-22,Johnson's Bar,Absolut,0.0,57.97714285714285,510,7-day moving average
2023-10-23,Johnson's Bar,Absolut,0.0,57.97714285714285,510,7-day moving average
2023-10-24,Johnson's Bar,Absolut,0.0,57.97714285714285,510,7-day moving average
2023-10-25,Johnson's Bar,Absolut,199.93,57.97714285714285,510,7-day moving average
2023-10-26,Johnson's Bar,Absolut,0.0,86.53857142857143,570,7-day moving average
2023-10-27,Johnson's Bar,Absolut,0.0,86.53857142857143,570,7-day moving average
2023-10-28,Johnson's Bar,Absolut,0.0,28.56142857142857,450,7-day moving average
2023-10-29,Johnson's Bar,Absolut,0.0,28.56142857142857,450,7-day moving average
2023-10-30,Johnson's Bar,Absolut,0.0,28.56142857142857,450,7-day moving average
2023-10-31,Johnson's Bar,Absolut,0.0,28.56142857142857,450,7-day moving average
2023-11-01,Johnson's Bar,Absolut,0.0,28.56142857142857,450,7-day moving average
2023-11-02,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-03,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-04,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-05,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-06,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-07,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-08,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-09,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-10,Johnson's Bar,Absolut,503.39,0.0,420,7-day moving average
2023-11-11,Johnson's Bar,Absolut,0.0,71.91285714285713,540,7-day moving average
2023-11-12,Johnson's Bar,Absolut,480.6,71.91285714285713,540,7-day moving average
2023-11-13,Johnson's Bar,Absolut,0.0,140.57,690,7-day moving average
2023-11-14,Johnson's Bar,Absolut,0.0,140.57,690,7-day moving average
2023-11-15,Johnson's Bar,Absolut,578.37,140.57,690,7-day moving average
2023-11-16,Johnson's Bar,Absolut,0.0,223.19428571428574,840,7-day moving average
2023-11-17,Johnson's Bar,Absolut,0.0,223.19428571428574,840,7-day moving average
2023-11-18,Johnson's Bar,Absolut,0.0,151.28142857142856,720,7-day moving average
2023-11-19,Johnson's Bar,Absolut,248.55,151.28142857142856,720,7-day moving average
2023-11-20,Johnson's Bar,Absolut,0.0,118.13142857142859,630,7-day moving average
2023-11-21,Johnson's Bar,Absolut,507.61,118.13142857142859,630,7-day moving average
2023-11-22,Johnson's Bar,Absolut,0.0,190.64714285714288,780,7-day moving average
2023-11-23,Johnson's Bar,Absolut,0.0,108.02285714285715,630,7-day moving average
2023-11-24,Johnson's Bar,Absolut,0.0,108.02285714285715,630,7-day moving average
2023-11-25,Johnson's Bar,Absolut,0.0,108.02285714285715,630,7-day moving average
2023-11-26,Johnson's Bar,Absolut,0.0,108.02285714285715,630,7-day moving average
2023-11-27,Johnson's Bar,Absolut,0.0,72.51571428571428,540,7-day moving average
2023-11-28,Johnson's Bar,Absolut,0.0,72.51571428571428,540,7-day moving average
2023-11-29,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-11-30,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-01,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-02,Johnson's Bar,Absolut,253.08,0.0,420,7-day moving average
2023-12-03,Johnson's Bar,Absolut,173.92,36.15428571428571,480,7-day moving average
2023-12-04,Johnson's Bar,Absolut,161.34,61.0,540,7-day moving average
2023-12-05,Johnson's Bar,Absolut,0.0,84.04857142857144,570,7-day moving average
2023-12-06,Johnson's Bar,Absolut,0.0,84.04857142857144,570,7-day moving average
2023-12-07,Johnson's Bar,Absolut,0.0,84.04857142857144,570,7-day moving average
2023-12-08,Johnson's Bar,Absolut,0.0,84.04857142857144,570,7-day moving average
2023-12-09,Johnson's Bar,Absolut,0.0,84.04857142857144,570,7-day moving average
2023-12-10,Johnson's Bar,Absolut,137.43,47.894285714285715,510,7-day moving average
2023-12-11,Johnson's Bar,Absolut,340.37,42.68142857142857,480,7-day moving average
2023-12-12,Johnson's Bar,Absolut,0.0,68.25714285714285,540,7-day moving average
2023-12-13,Johnson's Bar,Absolut,0.0,68.25714285714285,540,7-day moving average
2023-12-14,Johnson's Bar,Absolut,0.0,68.25714285714285,540,7-day moving average
2023-12-15,Johnson's Bar,Absolut,556.53,68.25714285714285,540,7-day moving average
2023-12-16,Johnson's Bar,Absolut,0.0,147.76142857142855,690,7-day moving average
2023-12-17,Johnson's Bar,Absolut,0.0,147.76142857142855,690,7-day moving average
2023-12-18,Johnson's Bar,Absolut,0.0,128.12857142857143,660,7-day moving average
2023-12-19,Johnson's Bar,Absolut,0.0,79.50428571428571,570,7-day moving average
2023-12-20,Johnson's Bar,Absolut,0.0,79.50428571428571,570,7-day moving average
2023-12-21,Johnson's Bar,Absolut,0.0,79.50428571428571,570,7-day moving average
2023-12-22,Johnson's Bar,Absolut,0.0,79.50428571428571,570,7-day moving average
2023-12-23,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-24,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-25,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-26,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-27,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-28,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-29,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-30,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-12-31,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2024-01-01,Johnson's Bar,Absolut,0.0,0.0,420,7-day moving average
2023-10-21,Johnson's Bar,Bacardi,0.0,0.0,330,7-day moving average
2023-10-22,Johnson's Bar,Bacardi,532.54,0.0,330,7-day moving average
2023-10-23,Johnson's Bar,Bacardi,409.36,76.07714285714285,480,7-day moving average
2023-10-24,Johnson's Bar,Bacardi,0.0,134.55714285714285,600,7-day moving average
2023-10-25,Johnson's Bar,Bacardi,0.0,134.55714285714285,600,7-day moving average
2023-10-26,Johnson's Bar,Bacardi,0.0,134.55714285714285,600,7-day moving average
2023-10-27,Johnson's Bar,Bacardi,0.0,134.55714285714285,600,7-day moving average
2023-10-28,Johnson's Bar,Bacardi,496.36,134.55714285714285,600,7-day moving average
2023-10-29,Johnson's Bar,Bacardi,0.0,205.46571428571428,750,7-day moving average
